id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),备注
C4284,"Crucially, the present results contrast with those from single-word response tasks, which show effects of stimulus quality on the exponential component of the distribution as well as effects on the location of the distribution (Plourde & Besner, 1997; Yap & Balota, 2007; Yap et al., 2008).",,,
C4285,"Interestingly, in an infinitely repeated, noisy version, Fudenberg et al. (2012) find substantial levels of cooperation (over 30% across all rounds) under parameters for which the unique equilibrium strategy is always defect.",,,
C4286,"…lower among older adults, such that older adults recall fewer event-speci ﬁ c details and more generalized semantic details compared to younger adults (Addis et al., 2008; Gaesser et al., 2011; Levine et al., 2002; Madore & Schacter, 2014; Peters et al., 2019; Setton, Mwilambwe-Tshilobo, et al.,…",,,
C4287,"Human behavior is influenced by specific evaluations of the behavior (Fishbein & Ajzen, 1975; Glasman & Albarracin, 2006) but also by temporary concepts and moods that are not objectively connected to the behavior (Aarts, Custers, & Holland, 2007; Albarracin et al., 2008; Albarracin, Leeper, & Wang, 2009; Fishbach & Labroo, 2007; Schwarz & Clore, 1983; Clore & Schall, 2005).",,,
C4288,Kessler and Roth (2012) show through a laboratory experiment and theoretical model that an explicit consent system (ECS) performs better in terms of donor registration rates when it is supplemented by a priority rule.,,,
C4289,"The complex stimulus–response learning account attributes the LSPC effect to the learning of responses that are associated with location cue+ distractor compounds (Crump et al., 2006; cf. Schmidt & Besner, 2008).",,,
C4290,"We suggest that the benefit of a retro-cue in this context is that it enables participants to overcome the interfering effect of subsequent perceptual stimuli on their fragile VSTM representation [8,38,50–54].",,,
C4291,Emotion regulation involves changing one‟s feelings in the pursuit of hedonic and instrumental goals [3] .,,,
C4292,"With reference to morphological processing accounts, again hybrid models seem to best explain the priming pattern of both mean RTs and RT distributions of the children in our study, because these models incorporate a whole-word processing route that allows for embedded stem priming.",,,
C4293,"Intergroup anxiety has emerged as a consistent mediator explaining the effects of imagined intergroup contact on behavioural intentions (see, e.g., Husnu & Crisp, 2010b; Turner et al., 2013).",,,
C4294,Inzlicht & Gutsell (2007) believe these results indicate that we possess one central system of self-control regulating cognition and emotion and that this self-control system has limited resources to draw upon.,,,
C4295,"Moral licensing theory posits that previous moral behavior makes entities more likely to act unethically or reduce their subsequent moral behavior (Blanken et al., 2015; Merritt et al., 2010; Monin & Miller, 2001).",,,
C4296,The experimental and survey results in Kuziemko et al. (2014) underline the importance of the aversion to being last in the distribution.,,,
C4297,"Victims’ needs may be material in nature, such as the return of personal property or financial compensation, or cognitive or emotional in nature, such as a need for social support, a sincere apology, restoring the power and status taken from them by the offender, or releasing feelings of anger (e.g., Reb et al. 2006; Shnabel and Nadler 2008; Walker 2006).",,,
C4298,"Similarly to direct and extended contact, the effects of imagined intergroup contact can reliably be explained by a reduction in intergroup anxiety following contact (e.g., Crisp & Turner, 2009; Husnu & Crisp, 2010a; Turner, Crisp, & Lambert, 2007).",,,
C4299,"…form of tempting fate effect refers to the belief that the act of being ‘‘arrogant’’ about one’s success, or more generally not acting in line with social norms related to accepting one’s limitations and being modest, would jinx the streak of success (Risen & Gilovich, 2008; Zhang et al., 2014).",,,
C4300,"…is possible that a third variable correlated with the propensity to drink, such as poor self-regulation, might have instead caused differences in decision making between intoxicated and sober participants (e.g., Baumeister, 2003; Masicampo & Baumeister, 2008; Schmeichel, Vohs, & Baumeister, 2003).",,,
C4301,"…instruments involves voluntary management of attention, which involves several executive functions: “active inhibition, reactive inhibition, selective attention, and switching” (Green, 1998; Colzato et al., 2008; Costa, 2005; Meuter & Allport, 1999, cited in Bialystok & DePape, 2009, p. 565).",,,
C4302,"Again, participants who imagined contact with a Muslim were less biased than participants in the control condition who simply thought about Muslims.",,,
C4303,"…of near semantic neighbors and facilitative effects of distant semantic neighbors emerge as a result of attractor dynamics in semantic processing (Mirman & Magnuson, 2008) and these effects are magnified in aphasia and under time pressure due to modulation of a responsiveness (or gain) mechanism…",,,
C4304,Both Huber and Kirchler (2012) and Kirchler et al. (2012) find that subjects have problems understanding the non-intuitive decreasing fundamental value process commonly present in double auction markets.,,,
C4305,"RTs to incongruent trials (i.e., to physically larger but numerically smaller stimuli or physically smaller but numerically larger stimuli) are slower than RTs to congruent trials (Ganor-Stern & Tzelgov, 2008, Exp. 1; Henik & Tzelgov, 1982; Tzelgov, Meyer, & Henik, 1992).",,,
C4306,"In theoretical terms, it captures better the relational qualities of subjective social status that are central to some of its political effects, such as the tendency of low subjective status to inspire last place aversion (Kuziemko et al., 2014), and, in methodological terms, it offers a single indicator that can be incorporated into surveys more readily than a battery of questions on social integration.",,,
C4307,"…our finding of earlier onsetting and shorter-lived P3b components following retro-cues in the young adults is consistent with the idea that retro-cues contribute to memory enhancements in part by reducing the demands on comparison and updating processes at the time of test (Makovski et al., 2008).",,,
C4308,"The original researchers found that exposure to money caused people to endorse attitudes that justify inequality (Caruso et al., 2013).",,,
C4309,"See Owens et al. (2014), Hausfeld et al. (2020), Bartling et al. (2014), and Fehr et al. (2013) for papers demonstrating that the preference for control often leads to very low delegation rates. implies that messages cannot be informative.",,,
C4310,"Individuals with exhausted mental resources experience greater difﬁ-culty with deliberation and rule-based analyses (DeWall, et al., 2008; Masicampo & Baumeister, 2008).",,,
C4311,"Prospect theory assumes that individuals are more risk-seeking when they are confronted with losses and more risk averse when they are confronted with gains (Tversky & Kahneman, 1981).",,,
C4312,"…who received a single exposure to an American flag exhibited a significant increase in Republican voting intentions, voting behavior, political beliefs, and implicit and explicit attitudes, with some e↵ects lasting 8 months after the initial priming episode Carter et al. (2011).",,,
C4313,"We had no reason to believe that Dehaene and Akhavein's distance effect emerges only under short presentations and not under long ones, because the matching task studies that replicated Dehaene and Akhavein's study ( Ganor-Stern & Tzelgov, 2008; Verguts & Van Opstal, 2005) presented the digits for a long duration.",,,
C4314,"Tversky & Kahneman (1973) propose that decision makers assess the frequency, probability, or likely causes of an event by the degree to which instances or occurrences of that event are already “available” in the memory.",,,
C4315,"…subjects behave more charitably (Chen & Li, 2009), cooperatively (Brañas–Garza et al., 2006; Chen et al., 2014; Drouvelis & Nosenzo, 2013) and coordinate more efficiently (Chen & Chen, 2011) when interacting with the ‘in–group’, i.e. someone they identify with, in comparison to the ‘out–group’.",,,
C4316,"However, Rohrer and colleagues (2015) failed to replicate observed money-priming effects found in Vohs et al. (2006) and the follow-up studies by Caruso et al. (2013), raising doubts about the phenomenon of money priming (Rohrer et al. 2015).",,,
C4317,이 연구에서와 같이 몸짓이나 얼 굴표정과 같은 비언어적 표현은 문화적인 요인에 영향 을 받는다[7][18].,,,
C4318,"However, as observed in previous work (Goschke & Dreisbach, 2008), despite differing intercepts, participants tend to exhibit similar slopes across experimental conditions (i.e. faster RTs in congruent and focal task trials, and slower RTs in incongruent and non-focal task trials).",,,
C4319,"An alternative to the blocking account—the two-mechanism account of the impact of B-SSS (Marsh et al., 2008; Marsh, Hughes et al., 2015)—holds that the increase in erroneous recall is attributable to the use of a semantic-category cue at retrieval coupled with poor source-discrimination (see also…",,,
C4320,"Previous research has suggested that pride is not a single unified construct, but rather that there are two theoretically and empirically distinct facets (Lewis, 2000; Tangney, Wagner, & Gramzow, 1992; Tracy & Robins, 2007a).",,,
C4321,"…to result in negative emotions—particularly anger, anxiety, and sadness (or depression; e.g., Baumeister, Smart, & Boden, 1996; Bond et al., 2005; D’Zurilla, 1965; Fischer et al., 2008; Hardy et al., 2007; Konrath et al., 2006; Miller & Klein, 1989; Stucke & Sporer, 2002; Vohs & Heatherton, 2004).",,,
C4322,Kuziemko et al. (2014) find that “last-place aversion” is particularly strong for conservatives and individuals with low income.,,,
C4323,"In addition, the benefit of averaging is greater in a delayed condition than in an immediate condition ( p 0.05), suggesting that individuals are biased by their first response and demonstrate an anchoring effect (Vul and Pashler 2008).",,,
C4324,"Additionally, the evolving organizational character of the programme provided opportunities for contact attuned to respective identity needs (Shnabel & Nadler, 2008).",,,
C4325,"…studies provided further evidence that high-NoA words result in faster lexical decision times than low-NoA words (Balota, Cortese, Sergent-Marshall, Spieler, & Yap, 2004; Duñabeitia, Avilés, & Carreiras, 2008; Locker, Simpson, & Yates, 2003; Mirman & Magnuson, 2008; Yates, Locker, & Simpson, 2003).",,,
C4326,"Motivation In the domain of psychological distance research, people are motivated to increase psychological distance to negative past selves, and reduce psychological distance to positive past selves in order to maintain a positive self-concept (Ross & Wilson, 2002).",,,
C4327,"Apologizing requires admitting fault and accepting blame for wrongful actions, which people are motivated to avoid doing to maintain their positive sense of self (Okimoto, Wenzel, & Hedrick, 2013; Schumann, 2014; Shnabel & Nadler, 2008).",,,
C4328,"When defined as a tendency to engage in intellectual effort, thorough processing and analysing of information, the need for cognition (cacioppo & petty, 1982; cacioppo et al., 1983) is linked to elaboration, which, in turn, is a component of creative thinking.",,,
C4329,"Willis and Torodov (2006), and Rule and Ambady (2008) reaffirmed that attractive physical appearance can inform personal identity.",,,
C4330,Cognitive linguists have found that people often use knowledge and experience from the concrete domain of space to meta-phorically understand abstract time (Boroditsky 2000).,,,
C4331,"Furthermore, it enables them to detect unethical conduct and behaviors as they can better process information and evaluate their conduct based on moral cues (Tversky & Kahneman, 1973).",,,
C4332,"This self-report instrument measures children’s personality along five factors, and one of these factors—Openness to Experience—is particularly associated with creativity and intellect (Caspi, Roberts, & Shiner, 2005; McCrae & Costa, 1987).1 We also administered an equivalent questionnaire to children’s parents (BFI-44-Parent; available from https://www. ocf.berkeley.edu/~johnlab/measures.htm; see John et al., 1991, 2008; John & Srivastava, 1999) because parents’ ratings sometimes hold additional information beyond the child’s (Markey, Markey, Tinsley, & Ericksen, 2002).",,,
C4333,"…of Psychology, Leiden University, Wassenaarseweg 52, Leiden, 2333 AK, Netherlands e-mail: brownsbre@fsw.leidenuniv.nl An increasing number of empirical phenomena that were previously interpreted as a result of cognitive control, turn out to reflect (in part) simple associative-learning effects.",,,
C4334,"Further research [14,15] also showed that self- and group-protection motives influence the choice of counterfactual targets, as people tend to select targets other than themselves when thinking counterfactually about their failures.",,,
C4335,"Notably, existing work on ‘money prime effect’ has always considered the ‘prime stimuli’ as the between-subjects factor (cf. Vohs et al., 2006, 2008; Zhou et al., 2009; Caruso et al., 2013) because the cognitive operations elicited by the market mode are difficult to relinquish once adopted, indicating that it may be difficult to shift from the market mode to the non-market mode in a full/balanced withinsubjects design experiment (Gasiorowska et al.",,,
C4336,"In this study, fluency exerted a direct positive effect on listeners’ sense of connection with the speaker, arguably because listeners interpreted their increased fluency as indicative of increased psychological closeness (Alter & Oppenheimer, 2008).",,,
C4337,"…reinforcing the idea that implicit and explicit measures might assess distinct but correlated constructs (Nosek & Smyth, 2007), although structural misfit between measures can also explain the size of the correlation (0.50) and the emergence of independent latent factors (see Payne et al., 2008).",,,
C4338,"In the appropriate context, those who use their anger instrumentally (Andrade & Ho, 2009; Tamir et al., 2008; Van Kleef et al., 2011) can get what they want from others.",,,
C4339,"Specifically, people typically experience authentic pride when they make internal, unstable, controllable attributions for success, whereas they are more likely to experience hubristic pride when they make internal, stable, uncontrollable attributions for success (Tracy & Robins, 2007a).",,,
C4340,"Instrumental emotion regulation is said to occur when individuals choose to experience emotions that may be unpleasant but offer instrumental benefits (Tamir et al., 2008).",,,
C4341,"First, the Big Five encompasses key traits identified in tradi - tional studies of adolescent temperament and has been confirmed by parents from various countries to repre - sent important aspects of adolescent personality (Zhang, 1999; Soto et al., 2008; Tackett et al., 2012).",,,
C4342,"Unsurprisingly, perceiving that partners care comes, in large part, from partners truly being caring (Lemay & Clark, 2008 ; Lemay, Clark & Feeney, 2007 ; Von Culin, Hirsch, & Clark, 2017 ).",,,
C4343,"There exists an equilibrium described in Proposition 4 which satisfies the condition (4), (5) and (6) when k is small enough and δ ≥ δ(k|n).",,,
C4344,"Recently, Barberà and Coelho (2022) showed that the shortlisting procedure (de Clippel et al., 2014) and the voting by alternating offers and vetoes scheme (Anbarci, 1993) violate independence of unanimous losers.",,,
C4345,"Moreover, the phonological effect of context pictures in picture naming was present across the RT distribution (Roelofs, 2008a).",,,
C4346,"…that similar negative emotions may have distinct consequences for financial decision-making, and in particular highlights the unique effects of shame in shaping subsequent financial hardship (Andrade & Ariely, 2009; Greenberg & Hershfield, 2019b; Ifcher & Zarghamee, 2011; Rick & Loewenstein, 2008).",,,
C4347,"Gaze shifts still depend on phonological encoding when the second naming response is replaced by a manual response to a left- or right-pointing arrow, so that there can be no interference from a second naming response (Roelofs, 2008a).",,,
C4348,"Another theory relevant for understand - ing the determinants of people’s bad deeds is the moral self-licensing model (Monin & Miller, 2001), according to which prior good behavior make people more likely to engage in subsequent immoral acts.",,,
C4349,"Drawing upon the notion of grounded cognition (Barsalou, 008), recent research suggests that carrying weight can influence sychological judgment (Jostmann et al., 2009; Zhang and Li, 2012). or instance, Ackerman et al. (2010) find that the weight cue affects mpressions of the candidate’s…",,,
C4350,"For example, exposing participants to death-related primes increases recall of positive experiences of their primary caregiver and decreases recall of negative experiences (Cox et al., 2008).",,,
C4351,"This display conveys achievement or dominance (10, 12, 50, 51), is produced by congenitally blind individuals (45), and is recognized by young children (52) and by adults within and across cultures (53).",,,
C4352,"We also recommend that researchers explicitly articulate their expectations on answer qualities on HIT instructions, as prior studies have shown that simply clarifying the expectations can increase data quality (Oppenheimer et al., 2009).",,,
C4353,"Similarly, Kuziemko et al. (2014), also using a normal distribution to model patient punctuality, ﬁnd that unpunctu-ality leads to increased waiting time, doctor idle time, and overtime.",,,
C4354,"A CEO with an extraordinary appearance can attract more ﬁ nancing (Halford and Hsu, 2020; Rule and Ambady, 2008).",,,
C4355,"A related study by Kuziemko et al. (2014) provides evidence from laboratory experiments and surveys in the United States that “last place aversion” can exist whereby people near the very bottom of the distribution are the least supportive of redistribution, particularly in the form of increases in the minimum wage.",,,
C4356,"Similarly, “moral credentials” can be established by an individual’s good deeds, allowing current prejudice or immoral behavior to be viewed as nonthreatening due to previous nonprejudiced or moral behavior (Effron et al., 2009; Monin & Miller, 2001).",,,
C4357,"…were multi-racial and this required attention to interracial relationship building imbued by possible stereotype threats and microaggressions that predict underperformance by Black participants (Hampton & Feller, 2020) and distancing between white and Black group participants (Goff et al., 2008).",,,
C4358,Palmer and Ghose (2008) recently used general viewpoint considerations to argue that extremal edges are more likely to be closer to the observer than the region on the opposite side and predicted depth and figural effects due to such luminance gradients.,,,
C4359,"As the aforementioned clipboard studies revealed, people find abstract issues more important when they hold a heavy compared to a light object (Jostmann et al., 2009), which suggests that psychological importance and physical impact are closely intertwined.",,,
C4360,Preference uncertainty may be caused by incomplete knowledge about the features of the object under evaluation or simply by the fact that a person is unsure about her own preferences [23–27].,,,
C4361,This suggests that the more complex strategies found in the implicit-intentions conditions (reported in Fudenberg et al. 2012) use longer memory in part as a way to attempt to learn and track the intentions of other subjects.,,,
C4362,"Consistent with previous findings (e.g., Albarracín et al. (2008)), this indicates a suppressive effect of inaction primes on motor output.",,,
C4363,"All three increase the ease with which the memories will come to mind in the future, that is their availability (Tversky & Kahneman, 1973) or accessibility (Tulving & Pearlstone, 1966).",,,
C4364,"One explanation may be found in prior ﬁndings that indicate that when individuals are asked to think about their past selves in an unfavorable light, they attempt to psychologically distance their current selves from their past selves (Ross & Wilson, 2002).",,,
C4365,One could suspect a heartfelt experience might just be another form of poignancy based on results from Ersner-Hershfield et al. (2008).,,,
C4366,"In addition to leading to improved attitudes, imagined contact reduces intergroup anxiety (Birtel & Crisp, 2012; Husnu & Crisp, 2010a; Turner et al., 2007; West, Holmes, & Hewstone, 2011), negative stereotypes (Brambilla, Ravenna, & Hewstone, 2012; Cameron, Rutland, Turner, Holman-Nicolas, &…",,,
C4367,"Indeed, people tend to perceive their past successes as subjectively more recent and failures as more distant, indicating the influence of self-related motivation in the judgment of temporal distance (Ross & Wilson, 2002).",,,
C4368,"…with high levels of self-esteem should hold positive beliefs about their worthiness of being loved and be less likely to expect rejection by their intimate partners, enabling them to more easily share intimacy and closeness with others than people with low self-esteem (Murray et al., 2001, 2008).",,,
C4369,"Using a percentage scale to record confidence, Adams (1957) found under-confidence to occur in visual perception tasks. Dawes (1980) hypothesised that, whilst overconfident in their intellect, people tend to be unaware of their perceptual abilities and so are under-confident in their abilities in this area. Winman and Juslin (1993) also argue that confidence assessments are fundamentally different for cognitive and sensory tasks. It has been found that people are often under-confident when carrying out perceptual tasks involving sensory encoding (Keren, 1988, Björkman et al. 1993) and that this affect is difficult to overcome (Björkman et al., ibid). Within intelligence based cognitive tasks it has been found that the overconfidence effect increases with the difficulty of the task being completed. Keren (1988) found that under-confidence in perceptual tasks lessened when the tasks undertaken became more difficult, meaning that, as with the intellectual tasks, overconfidence is greater when the task is more challenging.",,,
C4370,"Accordingly, we learn early in life that dealing with heavy objects does not only require more physical effort than dealing with light objects, it also provides higher affordances in general and hence more cognitive planning (Jostmann et al. 2009).",,,
C4371,"Of course, the reported evidence is limited to the size, but several studies have already demonstrated that other ARPF such as distance, position, and weight could be stored and automatically retrieved (Estes et al., 2008; Scorolli et al., 2009; Winter and Bergen, 2012).",,,
C4372,"Third, the probability of explosion in the classic BART increases with each successful pump (Pleskac, 2008).",,,
C4373,"Previous research has shown that consumers’ predictions about their frequency of engaging in specific behaviors are quite malleable (e.g., Menon, Raghubir, and Schwarz 1995; Schwarz et al. 1985; Tanner and Carlson 2009).",,,
C4374,"More important, its declining in the EMs is in line with those findings reported in Brun-Aguerre, Fuertes, and Phylaktis (2012).",,,
C4375,"Concerns about being seen as prejudiced contribute directly to the anxiety that Whites experience not only during interracial interaction (Goff et al., 2008; Richeson & Shelton, 2003) but also in anticipation of interracial contact (West & Dovidio, 2013).",,,
C4376,"…negative consequences are more easily generated than are potential positive consequences — i.e. individuals can usually think of more ways for a situation to go wrong than of ways for that situation to go right — and so a negative outcome is thought to be more likely; Risen and Gilovich, 2008).",,,
C4377,"However, some scholars believe that when individuals are in a state of strong motivation, they do not fully elaborate on the advantages and disadvantages of decision-making, neglect possible problems, and reduce the quality of their decision-making and related information processing (Schwarz et al., 1980; Frey, 1986; Fischer et al., 2008).",,,
C4378,"Experiment 5 We have argued that semantic distraction in semantic fluency is the result of the concurrency of two similar (semantic) processes in line with the interference-byprocess account of semantic auditory distraction (Marsh et al., 2008).",,,
C4379,"Indeed, Neuroticism and HA are found to be considerably overlapping, but not identical (De Fruyt et al., 2000).",,,
C4380,"A complete replication of the Vul and Pashler (2008) paper includes a higher accuracy of the aggregated guess compared to the individual guesses, in both the immediate and the delayed condition.",,,
C4381,"…of semantic alignment on mathematical thinking has been demonstrated previously in behavioral studies, both for arithmetic operations (Bassok, 2001; Bassok et al., 1998, 2008; Martin & Bassok, 2005) and for notation types (fractions and decimals align with discrete and continuous quantities,…",,,
C4382,Research evidence shows that humans are consistently scanning their environment for social cues to assess danger and safety [24].,,,
C4383,"More generally, our findings may also explain resistance to reform policies that aim to promote social welfare or reduce income inequality (21, 71).",,,
C4384,"…priming by images is corroborated by psycholinguistic research (e.g., Mor-sella & Miozzo, 2002; Navarrete & Costa, 2005; Huettig & McQueen, 2007, Roelofs, 2008; Humphreys et al., 2010; Zwitserlood et al., 2018 ): these studies show the effect of image priming, through the phonology of their…",,,
C4385,"…Peetz, 2012; Sachdeva, Iliev, &Medin, 2009), more willing to hire White individuals over minorities for a job (e.g., Effron, Cameron, & Monin, 2009; Monin & Miller, 2001), more prejudiced (e.g., Effron, Cameron, & Monin, 2009; Monin & Miller, 2001), less proenvironmental (Geng, Cheng, Tang, Zhou,…",,,
C4386,"Chen and Chen (2011) have recently shown that, in the context of the minimum e¤ort game, induced group identity increases the e¤ort levels chosen by the group members, facilitating coordination on the e¢ cient high-e¤ort equilibrium.",,,
C4387,"Recently, Dodson et al. (2008) demonstrated that false but expectancy-consistent source attributions are often accompanied by vivid memories reflected in participants' “remember” judgments for these attributions.",,,
C4388,"For example, Förster et al. (2008) found that when people compare their ability to a low standard and are primed to process globally, they evaluate themselves lower on the dimension being judged; thus, assimilating their ability with the context.",,,
C4389,"Morsella and Miozzo’s finding was replicated in a number of object-naming studies (e.g., Meyer & Damian, 2007; Navarrete & Costa, 2005; Roelofs, 2008), in a colour-naming task in which the name of a coloured object was either phonologically related or unrelated to the colour (Navarrete & Costa, 2005) and is also obtained in the context of a visual search task— that is, a nonspeech task (Meyer, Belke, Telling, & Humphreys, 2007).",,,
C4390,"…in the information content or in the visual stimulus, may induce changes in future behavior through future thinking, since past experiences can be used to imagine novel future scenarios (Addis et al., 2008; Schacter & Addis, 2007a, b ; Schacter et al., 2008 ; Szpunar, 2010; Seligman et al., 2013).",,,
C4391,"This matches the evidence that individuals will quickly forgive harmful transactions when it is in their benefit to do so (Fudenberg et al., 2012).",,,
C4392,"In recent work, Ifcher and Zarghamee (2011b) establish that positive affect significantly increases overconfidence in a laboratory experiment.",,,
C4393,"Elsewhere, I showed by computer simulations that the WEAVER++model accounts for semantic effects in RTs obtained with the picture-word interference paradigm (e.g., Levelt et al., 1999; Piai et al., 2014; Roelofs, 1992, 1997a, 2003, 2004, 2007, 2008a, 2008b).",,,
C4394,"First of all, Kessler and Roth (2013) show in a more recent paper that the possibility of loopholes in such systems could backfire and lead to fewer donations once the news is out that the pool of donors is ‘poisoned’.",,,
C4395,"Above chance discrimination, and thus perceptual learning, has been demonstrated, even without the ability to consciously describe the rule structure that has been acquired (Knowlton and Squire 1996; Turk-Browne et al. 2008).",,,
C4396,"Conscientiousness has demonstrated good reliability in studies of young adults ( α = .78) (Soto et al., 2008).",,,
C4397,"However, several authors (including Oechssler 2010; Smith 2010; Kirchler et al. 2012) argue that decreasing fundamental values do not match characteristics of assets usually traded in developed markets, and might thus interfere with expectations that subjects bring to the lab.",,,
C4398,"…older adults report less episodic detail (compensated for by extra semantic information) about remembered past events compared to young adults, and they have di ﬃ culties with the relational processing that combine the “ what ” , “ where ” and “ when ” components of the event (Addis et al., 2008).",,,
C4399,"…emotional effect).14 We chose to provide students with relative performance information (the rank within their class) as people are strongly motivated by it, even in the absence of any tangible benefits (Charness and Rabin, 2002; Azmat and Iriberri, 2010; Kuziemko et al., 2014; Gill et al., ming).",,,
C4400,"Risk regulation theory also suggests that the tendency to be vigilantly self-protective in one’s relationships is magnified when people feel vulnerable (Cavallo et al., 2013; Murray et al., 2008; Murray & Holmes, 2009).",,,
C4401,"…, 调节作用的间接效果为： 95%置信区间 CI3: [0.44, 1.70]。对于无金钱启动的 被试, 情绪效价通过维度间差异比较对跨期选择偏 好的间接效应显著, index3 = −0.62, BootSE3 = 0.22, 95%的置信区间为[−1.05, −0.18]; 对于有金钱启动 的被试, 该间接效应不显著, index3 = 0.44, BootSE3 = 0.24, 95%的置信区间为[−0.01, 0.90]。 实验 3a 和实验 3b 的总体结果表明, 当运用时 表 4 情绪效价对跨期选择偏好的有调节的中介效应检验 结果变量：跨期选择偏好…",,,
C4402,"…finding that some people with egalitarian beliefs struggle to control automatic stereotypes more than others, one study showed that this individual difference in control could be explained by individuals’ sensitivity to stereotype-based conflict, as indicated by dACC activity (Amodio et al. 2008).",,,
C4403,"After all, many studies show that sharing a common identity increases cooperation (e.g., Eckel and Grossman, 2005), coordination (e.g., Chen and Chen, 2011), and trust (e.g., Falk and Zehnder, 2013).2 The hiring process is of interest because employers often do not know the candidates’ abilities…",,,
C4404,"…to risk regulation theory, people possess an internal system that monitors potential risks and rewards in interpersonal situations and balances the goal of connecting with others with the goal of protecting oneself from the social pain of rejection (Cavallo et al., 2013; Murray et al., 2006, 2008).",,,
C4405,"Indeed, a number of studies have suggested that once this contingency bias is experimentally controlled for, ISPC effects disappear (Schmidt and Besner, 2008; Schmidt, 2013; Hazeltine and Mordkoff, 2014).",,,
C4406,"A metaanalysis of four studies including glucose supplementation (DeWall et al., 2008; Gailliot et al., 38 2007; Gailliot et al., 2009; Masicampo & Baumeister, 2008) revealed a large, homogenous effect size, and that “…supplementing people with glucose is associated with significantly better…",,,
C4407,"…they exert higher effort and make more contributions to public goods to reach a more efficient outcome in the laboratory, using either induced (Eckel and Grossman, 2005; Charness, Rigotti and Rustichini, 2007; Chen and Chen, 2011) or natural identities (Goette et al., 2012; Chen et al., 2014).",,,
C4408,"People who expect it to turn around because tails is somehow “due” are operating under the gambler’s fallacy (Oppenheimer and Monin, 2009).",,,
C4409,"The factor that makes the difference seems to be the value of doing so for the power holder’s personal interests (Fehr, Herz, and Wilkening 2013).",,,
C4410,"Some proportion congruent designs are confounded by item-frequency, and may be explained simply by an event-learning process sensitive to the frequency of events (Schmidt, 2013; Schmidt & Besner, 2008).",,,
C4411,"Previous studies have indeed shown that participants are very accurate in representing the centroid of multiple objects even when they could not accurately state the location of each element (Alvarez & Oliva, 2008).",,,
C4412,"Kirchler, Huber, and St¨ockl (2012) identify confusion about fundamental values as a key driver of bubble formation.",,,
C4413,"…recently, Lemay and others have shown with multiple studies that people project their own feelings of trust on relationship partners and that this too is an important source of perceived communal responsiveness (Lemay & Clark, 2008 ; Lemay Clark, & Feeney, 2007 ; Von Culin, Hirsch, & Clark, 2017 ).",,,
C4414,"Cette hypothèse selon laquelle l’exposant fractal serait altéré lorsque la tâche à exécuter exercerait trop de contraintes sur le sujet fut corroborée par les études de 23 Beltz et Kello (2006), Chen et al. (2001) et Correll (2008).",,,
C4415,"These two outcomes are important as prior research (Rule & Ambady, 2008) has established that perceived effectiveness is a valid predictor of actual performance within a culture, but the relationship has not been tested across cultural boundaries .",,,
C4416,"This involves the mental simulation, or pre-experiencing, of future events by recombining elements from previous experiences (Addis et al., 2008).",,,
C4417,"Finally, preschoolers consider linguistic and pragmatic skills over social cues when learning a new word (Nurmsoo & Bloom, 2008).",,,
C4418,"…such a representation does not bridge the gap between the external object and our corresponding mental states, instead, embodied theories propose that the concept of bird evokes a pattern of perceptual and motor processing within the brain that is consistent with looking up (Estes et al., 2008).",,,
C4419,"Concurrently, the moral licensing literature consistently emphasises that individuals who engage in or intend to engage in moral activities witness an augmentation of their self-worth (Monin & Miller, 2001, Khan & Dhar, 2006, Blanken et al., 2015).",,,
C4420,"Previous research that identified behavioural displays associated with embarrassment (gaze down, controlled smiles, gaze shifts, and face touches [44]), shame (head and gaze down [43–45]) and pride (expanded posture, head tilted back, low-intensity non-Duchenne smile [76]) did not report AUs4+20, gaze right and Neck Touch as part of those displays.",,,
C4421,"Ichniowski and Shaw (2003) or Bartling et al. (2011), it is important that various complementary parts of the firms compensation and HR policy are coordinated to maximize the effect of reciprocity.",,,
C4422,"For instance, Harm Avoidance correlates moder-A ately high with Neuroticism (r = 0.5–0.6) ( De Fruyt et al. 2000).",,,
C4423,"…effect (e.g., Mayr et al., 2003; Nieuwenhuis et al., 2006) and the proportion congruency effect (Jacoby et al., 2003; Notebaert and Verguts, 2007; Bugg et al., 2008; Schmidt and Besner, 2008; Blais and Bunge, 2010) can be explained, at least in part, as a result of simple associative learning.",,,
C4424,"Social acceptance reflects perpetrators’ motivation to seek empathy and understanding of the circumstances that force them to act against moral standards, as well as to form social bonds with the victims through friendships or cooperation (Shnabel & Nadler, 2008).",,,
C4425,Pride is a universal self-relevant emotion that differs from basic emotions since it is dependent on self-evaluation and has a complex structure (Tangney 2003:384; Tracey & Robins 2007a:147-149; Tracy & Robins 2008:522).,,,
C4426,"Speciﬁcally, the expressions of happiness and anger convey a prosocial and antisocial disposition, respectively, and have been found to inﬂuence decision making in cooperative exchanges (Schmidt and Cohn 2001; van Dijk et al. 2008).",,,
C4427,"Insights from behavioral economics and psychology reveal that cognitive biases such as overconfidence, social comparison, and status quo bias can significantly influence career decision-making (Nosek et al., 2002; Gigerenzer, 2018).",,,
C4428,"This propensity to seek and process information has been found as a strong mediator in how different people evaluate products [36], respond to different messages and persuasion methods [16], or different advertisements [93].",,,
C4429,Kogan et al. (2011) find that asset market prices can drive people to coordinate on a less efficient equilibrium.,,,
